description,class_id
"Textile treatment in the nature of {indicate specific treatment, e.g.,  mothproofing}",040
Towing of aeroplanes,039
"Wireless communications services, namely, transmission of graphics to mobile telephones",038
Providing private and secure real time electronic communication over a computer network,038
Rental of apparatus for transmitting images,038
Electronic order transmission for florists,038
Radio-paging,038
Transmission of messages over electronic media,038
Transmission of information via teletypewriter,038
Transmission of information via national and international networks,038
Transmission of information via computers connected to the same telematic network,038
Transmission of information via a teleprinter,038
Transmission of information in the audiovisual field,038
Transmission of information by electronic communications networks,038
Delivery of messages by electronic transmission,038
Transmission of database information via telecommunications networks,038
"Transmission of data, sound and images by satellite",038
Transmission of data by teletypewriter,038
Electronic data interchange,038
Computer transmission of information accessed via a code or a terminal,038
Computer aided transmission of information and images,038
Communication by telegram,038
Communications via multinational telecommunication networks,038
Providing multiple use access to global computer information networks for the transfer and dissemination of a wide range of information,038
Providing electronic telecommunication connections,038
Providing access to telecommunication networks,038
Communication by mobile telephone,038
Communication by electronic computer terminals,038
Cellular telephone communication,038
Machinery installation,037
Drilling of wells,037
Consulting services for repair and restoration of historic buildings and structures,037
Transport reservation,039
Transport by land,039
Providing television advertising for others,035
Modeling services for advertising or sales promotion,035
Preparing and placing of advertisements,035
Preparation of wage slips,035
Mediation of advertising,035
"Providing business information, also via internet, the cable network or other forms of data transfer",035
Prognosis on economical affairs,035
Product demonstration services in shop windows by live models,035
"Planning and conducting of trade fairs, exhibitions and presentations for economic or advertising purposes",035
Public opinion surveys,035
Provision of advertising space by electronic means and global information networks,035
Providing an on-line commercial information directory on the internet,035
Providing information about commercial business and commercial information via the global computer network,035
Statistical evaluations of marketing data,035
Rental of advertising space on web sites,035
Word processing and typing services,035
Organisation for a third party of telephone welcoming services and of telephone receptionist services,035
Shop window dressing,035
Negotiation and conclusion of commercial transactions for third parties,035
"Providing a website featuring recommendations, ratings and reviews posted by consumers about local service providers in the field(s) of {specify field, e.g., home renovation, automotive repair, health care providers, etc.} for commercial purposes",035
Online advertising network matching services for connecting advertisers to websites,035
Corporate image development consultation,035
Providing business information via a web site,035
"Career advancement consulting services in the field of {specify field, e.g., nursing, engineering, information technology, etc.}",035
Release of information (ROI) services for others,035
Business administration services,035
"Fuel management services in the field of {indicate specific field, e.g., aviation, trucking, vehicle fleets, etc.}",035
Marketing the goods and services of others by means of push notification technology,035
Sales management services,035
"Marketing the goods and services of others by {specify means, e.g., distributing coupons, providing hyperlinks to websites of others, etc.}",035
"Providing information, news and commentary in the field of business",035
"Promoting the interests of people concerned with {specify type of issues, e.g., urban planning, affordable housing, etc.} issues",035
Smoke shops,035
Tobacco shops,035
"Tracking and monitoring {indicate business-related activities or expenses, e.g., energy consumption, fluctuation in gasoline prices, etc.} for others for account auditing purposes",035
"Providing consumer product advice relating to {specify goods, e.g., laptops, software, cosmetics, etc.}",035
Hypermarkets,035
"Distributorships in the field of {indicate field, e.g. clothing, automotive parts, cosmetics}",035
Matching individuals to serve on non-profit boards of directors through profiling surveys and analysis,035
Business management and operation of retirement communities for others,035
Online retail services through direct solicitation by salespersons directed to end-users featuring {indicate specific field or goods},035
Online retail services through direct solicitation by distributors directed to end-users featuring {indicate specific field or goods},035
Newspaper subscriptions,035
Promoting public awareness of environmental matters,035
Providing recommendations of service providers to consumers for commercial purposes,035
Administration of a program to promote community service,035
Commercial evaluation and rating of consumer goods for others prior to purchase,035
Promoting the goods and services of others by means of word-of-mouth and nontraditional marketing programs,035
Providing information in the field of the {indicate commercial/industrial field} industry,035
Business consulting in the consumer products industry,035
Magazine subscription and fulfillment services,035
"Ad serving, namely, placing advertisements on websites for others using specialized computer software",035
"Exchange services, namely, bartering of goods for others",035
"Promotional services, namely, promoting the goods of others by means of providing online coupons",035
Banner advertising,035
"Promotional services, namely, promoting the goods of others by means of providing online restaurant menus",035
Consulting services in the field of providing businesses with consumer information about and advice on selection of industrial recycling processing and handling equipment,035
Collecting and analyzing claims data from healthcare organizations for business purposes,035
Business strategy development services,035
Organisation of exhibitions and events for commercial or advertising purposes,035
Arranging and conducting auctions,035
"Compilation, production and dissemination of advertising matter",035
Aerial and surface spreading of fertilisers and other agricultural chemicals,044
Providing information about legal services via a website,045
Battery electrolytes,001
Camel hair yarn,023
Hot tub jets,011
Non-metal couplings for fire hoses,017
Non-metal elbows for pipes,017
Cupcake stands,021
Pudding molds,021
Fruit drinks,032
Shower cubicles,011
Dredgers [boats],012
Jewelry appraisal,036
Numismatic appraisal,036
Rental of oil well drilling tools,037
Mobile automotive oil change services provided at the customer's location,037
Construction consultation,037
Electric appliance installation and repair,037
Factory construction,037
Film projector repair and maintenance,037
Fire alarm installation and repair,037
Freezing equipment installation and repair,037
Photographic apparatus repair,037
Pumicing,037
Repair of security locks,037
Leather staining,040
Electrical energy utilization metering devices,009
Recorded CAD/CAM software for {indicate general use or name specific field},009
Recorded educational software featuring instruction in {specify subject matter},009
"Downloadable computer software for {specify the function of the programs, e.g., use in database management, use as a spread sheet, word processing, etc. and, if program is content- or field-specific, the content or field of use} and instructional user guides sold as a unit",009
Recorded computer-aided manufacturing (CAM) software for {indicate general use or name specific field},009
Downloadable computer utility programs for performing computer maintenance,009
Music stands and stands for musical instruments,015
Quilts made of terry cloth,024
Abdominal wheel rollers for fitness purposes,028
Instep guards for athletic use,028
Taekwondo kick pads,028
"Flounders, not live",029
"Sole fish, not live",029
"Sole fish, live",031
"Yellow croakers, live",031
Billiard gloves,028
Sushi rolling mats,021
"Flounders, live",031
"Yellow croakers, not live",029
Algae powder for animal consumption,031
Fresh figs,031
Peeled carrots,029
"Junctions, not of metal, for rigid pipes",017
"Acetate of cellulose, unprocessed",001
Rental of robotic drums,041
Rental of laboratory robots,042
Providing online non-downloadable cartoon strips,041
Downloadable cartoon strips,009
Floating drink holders,021
Softball mitts,028
Softball gloves,028
Non-electric vegetable peelers,008
Padding materials of rubber,017
Horse rugs,018
Attaché cases,018
Anaesthetic apparatus,010
Timing belts for machines,007
Scented toilet tissue,016
Peeled garlic,029
Anaesthetic masks,010
Analysers for bacterial identification for medical purposes,010
Analyzers for bacterial identification for medical purposes,010
Hand-operated scrapers for skinning fish,008
"Providing temporary use of non-downloadable web-based decentralized applications (DApps) for {specify the function of the applications, e.g., cryptocurrency trading, cloud storage of data, web browsing, etc. and, if software is content- or field-specific, the field of use}",042
"Non-metal barricades comprised of {specify material composition, e.g., plastic, wood, etc.}",019
Vegetable substances in the nature of filtering materials in {indicate nature of filtering process or industry},001
Biodegradable knives,008
Hand-operated ice augers used for ice fishing,008
"Charitable services, namely, coordination of the procurement and distribution of in-kind donations of services",035
Scented facial tissue,016
Scented toilet paper,016
Concrete trowels,008
Motion recognizing sensors,009
Abdominal belts,010
"Charitable services, namely, coordination of the procurement and distribution of in-kind donations of goods",035
"Vehicle charging stations for electric {specify type of electric vehicles, e.g., bicycles, cars, etc.}",009
Loader buckets for excavators,007
Credit counseling services,036
Financial risk assessment services,036
Investment banking services,036
Electronic funds transfer,036
Biscuit cutters,021
Automatic solar tracking sensors,009
Hand operated tools for crushing aluminum cans,008
Herbal extracts sold as components of cosmetics,003
Dyewood extracts,002
Hand-operated tools for bending pipes,008
Hand-operated tools for planting bulbs,008
Hand-operated post hole diggers,008
Lasers for measuring,009
Anti-glare filters for televisions,009
Cosmetic nail preparations,003
Air fragrance reed diffusers,003
Electric coffee pots,011
Kitchen cabinets,020
Ratatouille,029
Debt settlement negotiation services,036
Crotonic aldehyde,001
"Carbon fibers, other than for textile use",017
"Carbon fibres, other than for textile use",017
"Threads of plastic materials, other than for textile use",017
Gas oil,004
Greases for the preservation of leather,004
Dental devices for the treatment of obstructive sleep apnea,010
Paper washcloths,016
Stuffed toy animals,028
Distilled drinking water,032
Asbestos fibers,017
Asbestos fibres,017
Valves of india-rubber or vulcanized fiber,017
Washers of rubber or vulcanized fibre,017
"Elastic threads, other than for textile use",017
Stuffing of rubber or plastics,017
Papers for painting and calligraphy,016
Crucifixes as jewellery,014
Brackets of metal for building,006
Christmas dolls,028
Toy modeling dough,028
Rental of load banks for testing electrical power sources,042
Holders for cheque books,016
Bick-irons,006
Bright steel bars,006
Ventriloquist's dummies,028
Squeeze toys,028
Toy rockets,028
Beak-irons,006
Combination holster and ammunition magazine pouch,013
Holders for checkbooks,016
"Paper ribbons, other than haberdashery or hair decorations",016
Robotic drums,015
Desktop toy sports games,028
Perpetual motion desk toys,028
Goldsmithing,040
Smart plush toys,028
Newton's cradle desk toys,028
Zen garden desk toys,028
Cloth pre-shrinking,040
Smart robot toys,028
Smart electronic toy vehicles,028
Thermal immersion circulators for laboratory use,009
Advisory services relating to health,044
Beauty consultancy services,044
Medical weighing scales,009
Electric coffee urns,011
Electric pasta makers for household purposes,007
Electric window cleaning machines,007
"Rental of real estate in the nature of {indicate, e.g., apartments, residential housing, etc.}",036
Electrified rails for mounting spot lights,009
Eyeshadow palettes,003
Dishwashers for household purposes,007
"Dietary and nutritional supplements for {indicate intended users or specify purpose, e.g., animals, weight loss, etc.}",005
"Real estate brokerage of {indicate type of real estate, e.g., commercial properties, etc.}",036
"Hat pins for securing hats, other than jewellery",026
Basma dye for cosmetic purposes,003
Door scrapers of metal,006
Door scrapers not of metal,020
Disposable feeding bottle teats,010
Teats being pacifiers for babies,010
Loading dock bumpers of rubber,017
Recorded computer anti-virus software,009
"Downloadable computer  application software for mobile phones, namely, software for {specify the function of the programs, e.g., use in database management, use in electronic storage of data, etc.}",009
Hydrochloric acid,001
"Artificial resins, semi-processed",017
Stuffing of paper or cardboard,016
"Paper bows, other than haberdashery or hair decorations",016
Inflatable pet beds,020
Fruit spreads,029
Hydrotherapy services,044
"Hand-operated guns for the extrusion of {indicate material extruded, e.g., adhesives, sealants, etc.}",008
Mold-release preparations,001
Bending machines,007
Cream of coconut,029
Bicycle assembling machines,007
Money order services,036
Mounting of works of art as part of the framing process,040
"Beverage preparation machines, electromechanical",007
Swimming pool vacuum cleaners,007
Non-metal podiums in the nature of prefabricated non-metal platforms,019
Stovetop popcorn poppers,021
Bolo ties,025
Clown wigs,026
Plastics in extruded form for use in further manufacturing,017
Shapewear,025
Mukluks,025
Highway safety cones,009
Sliced sea whelks,029
"Sea whelks, live",031
Fresh edible black fungi,031
Cuticle trimmers,008
Childbirth mattresses,010
Clothing especially for operating rooms,010
Armchairs for medical or dental purposes,010
Babies' bottles,010
Rental of cash dispensers,036
Repair or maintenance of mechanical parking systems,037
Repair or maintenance of office machines and equipment,037
Repair or maintenance of water purifying apparatus for industrial purposes,037
Shower and bath foam,003
Rental of electric wine cellars,039
Accounts receivables financing,036
Rental of offices for co-working,036
Production of teleshopping programmes,035
"Edible insects, live",031
Hardware mounting system comprised of metal brackets for bath accessories and decorative hooks,006
Rental of dish washing machines,037
Sterilisation of medical instruments,037
Administration of savings accounts,036
Negotiation of business contracts for others,035
Processed seeds for use as a seasoning,030
Dulce de leche,030
Hydraulic fracturing services,037
Business card holders in the nature of card cases,018
Motion sensors for security lights,009
Data gloves,009
Battery terminals,009
Earth terminals,009
"Supports for {indicate specific body part, e.g., ankle, wrist, etc.} for medical use",010
Wig styling services,044
Sparking plugs for automotive engines,007
Fruit carving knives,008
Thermostatic mixing valves,011
Conditioning oil for baseball gloves,004
Deodorants for upholstery,005
Terminals for batteries,009
"Whistling kettles, electric",011
"Whistling kettles, non-electric",021
Baking cups of paper,021
Radiation measurement services,042
Height adjustable tables,020
Non-electric woks,021
Nutmeg graters,021
Drinking troughs for poultry,021
Towel rails,021
Horse bridles,018
"Platforms, prefabricated, not of metal",019
Visors for helmets,009
Foosball tables,028
Hang gliders,028
Parlor games,028
Poles for pole vaulting,028
Portable games with liquid crystal displays,028
Rosin used by athletes,028
Skittles,028
Embroidery,026
Rug hooks,026
Hair pins,026
Rugs,027
Ring games,028
Football blocking sleds,028
Drying agents for dishwashing machines,003
Lip rouge,003
Extracts of flowers being perfumes,003
Manned submersible vehicles,012
Mud flap weights,012
Gun mounts,013
Gun barrels,013
Gun cotton,013
Steam accumulators,011
Faucets,011
"Tea kettles, electric",011
Lighted disco balls,011
Solar furnaces,011
Parachutes,012
Motorcycle foot pegs,012
Dump carts,012
Oarlocks,012
Oars,012
Dump trucks,012
Motor homes,012
Pontoon boats,012
Ships,012
Go-karts,012
Reduction gears for land vehicles,012
Skiffs,012
Rocket launchers,013
Shotgun powder,013
Luminous explosive fog signals,013
Consultancy relating to computer software licensing,045
Opening of security locks,045
Transport of goods for impounding,039
Storage of goods for impounding,039
Wastewater pumping stations,007
Salted jellyfish,029
Downloadable computer program manuals for {indicate subject matter},009
Toy looms,028
Downloadable computer software for the structural and functional analysis of genomes,009
Reading lamps,011
"Adhesive weights that attach to interior clothing hemlines to hold {specify article of clothing, e.g., dresses, skirts, lingerie, etc.} in place",026
Downloadable computer software for implementing engineering analysis of structure against applied loads,009
Wig display stands,020
Holders for cooking pot lids,021
Fitted toilet lid covers of fabric or fabric substitutes,024
Medical counseling relating to disease risk,044
Adhesive weights that attach to interior clothing hemlines to hold clothing in place,026
Downloadable computer game instruction manuals,009
Hair coloring caps,026
Sinks,011
Sockets for electric lights,011
Hospital carts for dispensing medication,012
Concrete mixing vehicles,012
Driverless cars,012
Ferry boats,012
Globes for lamps,011
Rafts,012
Spare tire covers,012
Steering wheels for vehicles,012
Motorcycle drive chains,012
Covers for baby strollers,012
Detonators,013
Projectiles [weapons],013
Loading clips for small arms,013
Military rifles,013
Statues of precious metal,014
"Jet, unwrought or semi-wrought",014
Gold bullion,014
Concertinas,015
Maracas,015
Spare tire carriers for vehicles,012
Refrigerated trailers,012
Funicular railcars,012
Hydroplanes,012
Motor coaches,012
Sculls,012
Treads for retreading tires,012
Stationary exercise bicycles,028
Fringes,026
Prize ribbons,026
Snowboards,028
Bone oil for food,029
Enchiladas,030
Risotto,030
Spring rolls,030
Noodles,030
"Garden herbs, preserved [seasonings]",030
Ravioli,030
Ham glaze,030
Iced tea,030
Macaroni,030
Meat pies,030
Rice,030
Sago,030
Soups,029
Canola oil for food,029
Tofu skin,029
Honey,030
Cases for billiard cues,028
Billiard ball racks,028
Punching bags for boxing,028
Track and field hammers,028
Frozen fish,029
Seed butters,029
Protein milk,029
Peeled potatoes,029
Cranberry compote,029
Cacao butter for food,029
Chicken wings,029
Pastry dough,030
Pecan logs,030
Instant rice,030
Fishing weights,028
Dill pickles,029
Lemon curd,029
Prepared coconut,029
Fruit salads,029
Fish fillets,029
Personal appearances by a celebrity spokesperson in the nature of participating as a presenter for television awards shows,041
Personal appearances by an actor as a spokesperson for entertainment and education purposes,041
Adjustable sit-to-stand assistive device for use by mobility-impaired individuals comprised of dual support handles and a frame that fits underneath chair cushions,010
Super-hot chile pepper powder for use as a seasoning,030
Restraint straps for bodyboards,028
Rotating push-up handles,028
Brushes for billiard tables,021
Bota bags,021
Marinade injectors,021
Soap containers,021
Dusting brushes,021
Action figures,028
Edgings for clothing,026
"Table runners, not of paper",024
Plastic fibers for textile use,022
Ramie fiber,022
Vitreous silica fibres for textile use,022
Cake decorating tips and tubes,021
"Fiberglass thread, other than for textile use",021
"Vitreous silica fibers, other than for textile use",021
Cake moulds,021
Toy putty,028
Toy mobiles,028
Kick pads for martial arts,028
Elbow pads for American football,028
Magnetic building blocks being toys,028
Focus pads for martial arts,028
Gloves for American football,028
Chest pads for American football,028
Hand grip strengthener rings,028
Recorded computer software development tools,009
Downloadable computer software for use in database management,009
Downloadable computer software for database management,009
"Recorded computer firmware for {specify the function of the program, e.g., use in database management, use as a spreadsheet, word processing, etc. and, if firmware is content- or field-specific, the content or field of use}",009
Recorded children's educational software,009
Downloadable anti-spyware software,009
Recorded  tax management software,009
Downloadable medical software for {indicate function or purpose of software},009
Downloadable tax preparation software,009
Recorded tax preparation software,009
Litter peat,031
Pet food,031
Size for use in the textile industry,001
Curling irons,008
Christening gowns,025
Providing space vehicle launching facilities for others,039
Thread seal tape,017
Power-operated pry bars,007
Hand-operated pry bars,008
Polytetrafluoroethylene (PTFE) thread seal tape,017
Dampers for musical instruments,015
Drumheads,015
Plectrums,015
Skins for drums,015
Nuclear reactors,011
Refrigerators,011
Rotisseries,011
Shower heads,011
Water bed heaters,011
Outriggers for watercraft,012
Etching needles,016
Paper containers,016
Engraving plates,016
Hectographs,016
Lithographs,016
Packing paper,016
Printing blocks,016
Spools for inking ribbons,016
Stationery,016
Stencils,016
Legal consultancy,045
Pill crushers,010
Electric yoghurt makers,011
Non-electric yoghurt makers,021
"Food dehydrators, electric",011
Electric food dehydrators,011
Electric food dehydrators for household purposes,011
"Custom 3D printing of {indicate field of goods, e.g., toys, furniture, etc.} for others",040
Custom additive manufacturing for others,040
Custom additive manufacturing,040
Additive manufacturing for others,040
Video editing services for events,041
Lighting technician services for events,041
"Technological research in the field of {indicate field or subject matter, e.g., computer hardware systems, renewable energy resources, etc.}",042
Machines for the mineralization of drinking water,007
Machines for the mineralisation of drinking water,007
"Pasta making machines, electric",007
Filters for motors and engines,007
Surgical cutlery,010
Sphygmotensiometers,010
"Splints, surgical",010
Electric flashlights,011
Electric lights for Christmas trees,011
Klieg lights,011
Roasting spits for cooking ovens,011
Headlights for automobiles,011
Therapeutic facial masks,010
Surgical thread,010
Electric bread cookers,011
Electric food steamers,011
Drying apparatus for chemical processing,011
Electric panini makers,011
Electric grills,011
Medicated bath powders,005
Non-metal mosaic tiles for building,019
Felt mats for calligraphy,016
Enzymes for veterinary purposes,005
Lacteal flour for babies,005
Preparations for killing weeds,005
Rental of video games,041
Rental of bounce houses,041
Publication of brochures,041
"Rental of chairs, tables, table linen, glassware",043
Eucalyptus for pharmaceutical purposes,005
Fish meal for pharmaceutical purposes,005
Rubber bands [office requisites],016
Photo-engravings,016
"Plastic cling film, extensible, for palletization",016
Sealing compounds for stationery purposes,016
Stamp pads,016
Paper cake decorations,016
Porcelain for dental prostheses,005
Detergents for medical purposes,005
Sanitary panties,005
Flaxseed meal for pharmaceutical purposes,005
Hemoglobin,005
Laxatives,005
Liniments,005
Linseed dietary supplements,005
Steam mops,007
Electric steam mops,007
Glazing of windows,037
"Sweet corn, processed",029
Processing of medicinal plants,040
Mechanical hoists,007
Electric heaters for massage stones,011
Repair and maintenance of wind power plants,037
Cloth waterproofing,040
"Coffee essences in the form of {indicate specific form, e.g., chewable tablets, powder, etc.} for use as substitutes for coffee",030
Accounts payable debiting services,036
Compiling indexes of information for commercial or advertising purposes,035
"Electronic game playing apparatus for {indicate type of game or purpose of apparatus, e.g., action-type target games, directing player action in running race games, etc.}",028
Consultancy relating to patent licensing,045
Trash compacting services,040
"Postpartum clothing, namely, {indicate specific items, e.g., shirts, pants, shorts, etc.}",025
Lyophilised meat,029
Dried fruits in powder form,029
Burgers contained in bread rolls,030
Barbecue smoker cooking grates,011
Heads for electric toothbrushes,021
Bearing cages being parts of machines,007
Electric hedge trimmers,007
Pastries with fruit,030
Beer making kit,032
Ice blocks,030
Cooking salt,030
Crisp bread,030
Therapeutic hot therapy packs,010
"Credit card transaction processing services provided via  {indicate the method by which the services are offered, e.g., mobile applications, a website, etc.}",036
Therapeutic cold therapy packs,010
Cryptocurrency payment processing,036
"Debit card transaction processing services provided via  {indicate the method by which the services are offered, e.g., mobile applications, a website, etc.}",036
"Electronic devices for detecting and locating {specify, e.g., lost articles, people, pets, etc.} using {specify the type of technology, e.g., radio frequency, global positioning systems, cellular communication networks, etc.}",009
"Mechanically-separated meat, namely, {specify type, e.g., ham, turkey, lamb, veal, etc.}",029
"Charitable services, namely, providing facilities and equipment for video production",041
Mechanically-separated meat,029
"Quinoa, unprocessed",031
Croûtons,030
Flaxseed oil for food,029
Linseed oil for food,029
"Meat, canned",029
"Meat, tinned",029
"Fruits, canned",029
"Fruits, tinned",029
"Fish, canned",029
Easels,016
Paper clips,016
Hypolipidemic agents,005
Legal consultation in the field of taxation,045
Nutritional supplements,005
Pearl powder for medical purposes,005
Petroleum jelly for medical purposes,005
Pharmaceutical preparations for treating dandruff,005
Smelling salts,005
Lice treatment preparations,005
Allergy relief medication,005
Hydrocortisone,005
Burn relief medication,005
Anesthetics for surgical use,005
Oral analgesics,005
Chocolate-based spreads,030
Milk substitutes,029
Hot dog sausages,029
Potato-based dumplings,029
Lyophilized vegetables,029
Vegetable-based cream,029
Oat milk,029
Footwear for men and women,025
Tinned seafood,029
Soundproofing materials of rock wool [not for building purposes],017
Almond milk,029
Freeze-dried meat,029
Magnetic pens,009
Fruit-flavored beverages,032
"Charitable services, namely, providing facilities and equipment for music production",041
Sarsaparilla [beverage],032
Packaged meal mixes consisting primarily of pasta or rice,030
"Squid, live",031
Mixes for making breading,030
Table salt,030
Sorbet,030
Chili paste for use as a seasoning,030
Non-medicated lozenges,030
Vegetable-based cooking spray,029
Vehicle breakdown towing services,039
Mosaic puzzles,028
Organizing and conducting a running event the proceeds of which are donated to charity,041
Arm guards for baseball,028
Portable fire pit cooking grids,011
Camping grills,021
Coin banks,021
Mosquito-repellent patches for babies,005
Balls of steel,006
Honey extracting machines,007
Raw cotton cleaning machines,007
Ear tag pliers for livestock,008
Hand-held electronic scales,009
Waffle fries,029
Coffee roasting and processing,040
Acai powder dietary supplements,005
Acne treatment preparations,005
Almond milk for pharmaceutical purposes,005
Anticryptogamic preparations,005
Internet access provider services,038
Bacteriological preparations for medical and veterinary use,005
Trail cameras,009
Therapeutic weighted blankets,010
"Recorded computer software platforms for {indicate the purpose of platforms, e.g., application development, web hosting, database management, etc.}",009
Plates for diffusing aromatic oil,021
Nanopowders for industrial purposes,001
Toner for printers,002
Precious metals and alloys thereof,014
Cornhole game sets,028
Surgical instruments for use in orthopedic and spinal surgery,010
Waterproof jackets and pants,025
Basins for medical purposes,010
"Publication of books, of magazines, of journals, of newspapers, of periodicals, of catalogs, of brochures",041
Strips of fancy paper (tanzaku),016
Hot chocolate,030
Cutting and grinding discs for dental applications,010
Vanity cases sold empty,018
Spice mixes,030
Advertising and business management consultancy,035
Wearable insect repelling devices for attachment to clothing sold pre-filled with insect repelling preparations,005
Cloth napkins for removing make-up,024
Preparations for killing weeds and destroying vermin,005
Cosmetics for non-domestic animals,003
Manganese acetate,001
"Eels, not live",029
"Cases for spectacles, for pince-nez and for contact lenses",009
Web site design consultancy,042
Body fat monitors for medical purposes,010
"Watches, clocks, jewelry and imitation jewelry",014
"Subscriptions to books, reviews, newspapers or comic books",035
Thermionic tubes,009
Rental of electric washing machines,037
Anti-tarnishing chemicals for windows,001
Cat o' nine tails,018
Metal glazier points,006
Non-metal glazier points,020
Cafeteria trays,021
"Squashes, processed",029
Processed leeks,029
Processed lentils,029
Bulgur,030
Apparatus for changing record player needles,009
Indicator lights for telecommunication apparatus,009
Portable audio players,009
Radar machines and apparatus,009
Remote control telemetering machines and instruments,009
Test tubes,009
Apparatus for recording distance,009
Apparatus for editing cinematographic film,009
Loran navigation machines and apparatus,009
Balling guns for administering capsules to animals,010
Shopping trolleys,012
Caps for vehicle fuel tanks,012
Dining carriages,012
Directional lights for bicycles,011
Ice-cream making machines,011
Wicks adapted for oil stoves,011
"Pounded rice cake making machines, electric, for household purposes",011
"Sous-vide cookers, electric",011
Portable headlamps,011
Clips adapted for fastening automobile parts to automobile bodies,012
Dining cars,012
Tipping bodies for trucks,012
Valves for vehicle tyres,012
Airships,012
Inner tubes for pneumatic tyres,012
Inner tubes for pneumatic tires,012
Head torches,011
"Heating pads, electric, not for medical purposes",011
Air sterilizers,011
Hair driers,011
Canes for medical purposes,010
Walking sticks for medical purposes,010
Baby feeding pacifiers,010
Lug nuts for vehicle wheels,012
Roll cage trolleys,012
Camera drones,012
"Figurines of wood, wax, plaster or plastic",020
Indoor window shades of woven wood,020
Indoor window blinds,020
Indoor window blinds of paper,020
Indoor window shades of paper,020
Filters being parts of engines,007
Plastic films for agricultural purposes,017
Lead aprons for medical use,010
Bicycle frames,012
Unmanned aerial vehicles (UAVs),012
Cash boxes of metal,006
Live black-bone chickens,031
Rubber tire repair,037
Phosphate fertilizers,001
Luggage stands being furniture,020
Medical robots with attached spoons for assisting physically disabled persons with eating,010
Storage racks specially adapted for push scooters,012
Bar information services,043
Booking of temporary accommodation via the Internet,043
Bath kneeling pads,020
Fixed cranes,007
Saline solution for sinus and nasal irrigation,005
Hand-operated pipe cutters,008
Seam rippers,008
Salad oil,029
Oils for food,029
Cooking oil,029
Tissues impregnated with antibacterial preparations,005
Brass alloys,006
Sludge pumps,007
Legal consultancy relating to patent mapping,045
Coconut oil for food,029
Non-metal barricades,019
Knee-pads for horses,018
Fake fur,018
Printed sewing patterns,016
Heat transfer paper,016
Activated charcoal used as an antidote to poisons,005
Patient safety restraints,010
Key cabinets,020
Facial buffing pads,021
Pill boxes for personal use,021
Providing a web site featuring information on historic figures,041
Providing a website featuring information on quarterbacks and quarterback instruction,041
"Mycological biomaterial being a plastic foam substitute for use in the manufacture of {specify goods, e.g., boat hulls, turbine blades, light vehicle panels, etc.}",017
Bicycle pedal toe clips,012
Bicycle pedal cleats,012
Reflectors for bicycle pedals,011
Hair ties,026
Accessory attachments for manually-operated exercise equipment being resistance bands for increasing muscle resistance,028
Doll accessories,028
Providing information for golfers about golf courses and golf tournaments via a website,041
Stockings for varices,010
Registration of domain names for others,045
Deodorizers for litter trays,005
Providing a website featuring technology that enables users to generate printable cryptocurrency wallets,042
Seed treatment chemicals for agricultural use,001
Tennis ball serving machines,028
"Fresh {indicate type, e.g., sour, morello, etc.} cherries",031
Drinking horns made of plastic,021
Processed cherries for cocktails,029
Instant oatmeal,030
Flavored vinegar,030
Graham cracker pie crusts,030
Fresh cherries for cocktails,031
Corn bread mix,030
"Photography services in the field of {specify, e.g., marine life, architecture, etc.}",041
Frozen waffles,030
Hot cocoa mix,030
Giclee prints,016
Providing an interactive web site featuring information in the field of recipes for alcoholic beverages and cocktails,043
Providing an interactive website featuring information and links relating to healthy living and weight loss,044
Providing television broadcasting information via a website,038
Providing transport information via a website,039
Providing sports information via a website,041
Antistatic drier sheets,003
Adult nappies,005
Loudspeakers for sound masking,009
Feeding therapy services,044
Hand-operated quilt basting guns,008
Incontinence nappies,005
Nappies for pets,005
Battery chargers for home video game machines,009
Stockings for varicose veins,010
Office functions in the nature of searching for data in computer files for others,035
Entertainment services in the nature of a zoo,041
"Cheese slicers, electric",007
"Arranging and conducting of conferences in the field of {indicate, e.g., telecommunications technology, economics, fashion, intellectual property law, etc.}",041
Conference event management services,035
Seawater for cooking,030
Tea-based beverages with milk,030
Hand-operated cutting tools,008
Hand-operated vegetable shredders,008
Hand-operated food processor,008
Hand-operated lawn edgers,008
Providing a website featuring environmental information about climate change and bio-diversity,042
Providing engineering information via a website,042
Providing information about real estate development via a website,037
Providing information about planning and laying out of residential communities,037
Smartphone battery chargers,009
Artificial vascular grafts,010
Portable bassinets,020
Portable cradles,020
Cutting of fabric,040
Cutting of gemstones,040
Medication counseling,044
Portable folding stadium seats,020
Christmas stockings,028
Activated charcoal dietary supplements,005
Air deodorizing preparations comprised of activated charcoal,005
Containerboard,016
Finger moisteners,016
Paper doilies,016
Canvas shopping bags,018
Metal foil for insulation,017
Boot stretchers of wood,021
Deshedding combs for pets,021
Archery arrow points,028
Boxing rings,028
Children's multiple activity toys,028
Collectable toy figures,028
Construction toys,028
Cigar tubes,034
Metal plant cages,006
Electronic inductors,009
Padding for orthopedic casts,010
Sanitary masks for dust isolation for medical purposes,010
Sanitary masks for dust prevention for medical purposes,010
Therapeutic mouthpieces for the prevention of snoring,010
Crab cakes,029
Preserved flowers for decoration,031
Venture capital funding services to emerging and start-up companies,036
Excavation services,037
Pet cremation services,045
Trading cards for games,028
"Capos for {specify musical instruments, e.g., banjos, ukuleles, etc.}",015
Downloadable mobile applications using artificial intelligence for home automation,009
